GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_001890245.1	3768538	GCF_001890245.1	3832968	
GCA_001890265.1	3768558	GCF_001890265.1	3833088	
GCA_001890305.1	3768598	GCF_001890305.1	3833108	
GCA_001890325.1	3768618	GCF_001890325.1	3833468	
GCA_001890345.1	3768638	GCF_001890345.1	3832708	
GCA_001890365.1	3768658	GCF_001890365.1	3833008	
GCA_001932515.1	3935908	GCF_001932515.1	3950808	
GCA_001969285.4	13349698	GCF_001969285.3	13398578	
GCA_001971765.1	4013848	GCF_001971765.1	24728568	
GCA_002007705.1	4161968	GCF_002007705.1	4164108	
GCA_002009315.1	4164488	GCF_002009315.1	4167528	
GCA_002011945.1	4167738	GCF_002011945.1	4176648	
GCA_002011965.1	4167758	GCF_002011965.1	4177568	
GCA_002011985.1	4167778	GCF_002011985.1	4175468	
GCA_002012005.1	4167798	GCF_002012005.1	4178308	
GCA_002012025.1	4167818	GCF_002012025.1	4176728	
GCA_002012045.1	4167838	GCF_002012045.1	4176788	
GCA_002012065.1	4167858	GCF_002012065.1	4177628	
GCA_002012085.1	4167878	GCF_002012085.1	4175528	
GCA_002012105.1	4167898	GCF_002012105.1	4178408	
GCA_002012125.1	4167918	GCF_002012125.1	4176868	
GCA_002012145.1	4167948	GCF_002012145.1	4178488	
GCA_002012165.1	4167968	GCF_002012165.1	4178548	
GCA_002012205.1	4168008	GCF_002012205.1	4177688	
GCA_002012225.1	4168038	GCF_002012225.1	4177008	
GCA_002012245.1	4168058	GCF_002012245.1	4177748	
GCA_002012265.1	4168078	GCF_002012265.1	4175588	
GCA_002012305.1	4168118	GCF_002012305.1	4178588	
GCA_002024865.1	4192998	GCF_002024865.1	4196138	
GCA_002055605.1	4267798	GCF_002055605.1	4296848	
GCA_002055635.1	4267848	GCF_002055635.1	4296908	
GCA_002056065.1	4268268	GCF_002056065.1	4296828	
GCA_002056145.1	4268418	GCF_002056145.1	4296948	
GCA_002056635.1	4268818	GCF_002056635.1	4296968	
GCA_002057245.1	4269418	GCF_002057245.1	4296988	
GCA_002057355.1	4269518	GCF_002057355.1	4297008	
GCA_002058765.1	4270768	GCF_002058765.1	4297028	
GCA_002077195.1	4336988	GCF_002077195.1	4340128	
GCA_002079225.1	4341148	GCF_002079225.1	4345448	
GCA_002090355.1	4366018	GCF_002090355.1	4378088	
GCA_002105735.1	4407178	GCF_002105735.1	4413798	
GCA_002116715.2	7594038	GCF_002116715.2	8464278	
GCA_002118095.1	4442868	GCF_002118095.1	4456198	
GCA_002142675.1	4479668	GCF_002142675.1	4517188	
GCA_002142695.1	4479688	GCF_002142695.1	4517348	
GCA_002142715.1	4479708	GCF_002142715.1	4517288	
GCA_002156825.1	4513478	GCF_002156825.1	4529758	
GCA_002156845.1	4513498	GCF_002156845.1	4529778	
GCA_002157245.1	4525298	GCF_002157245.1	4530448	
GCA_002163655.1	4545358	GCF_002163655.1	4548988	
GCA_002163695.1	4545398	GCF_002163695.1	4548508	
GCA_002163935.1	4545638	GCF_002163935.1	4549328	
GCA_002163955.1	4545658	GCF_002163955.1	4549008	
GCA_002164595.2	7592808	GCF_002164595.2	7608778	
GCA_002164635.4	13349718	GCF_002164635.4	13398658	
GCA_002164645.3	13709788	GCF_002164645.3	13770128	
GCA_002164865.2	8330878	GCF_002164865.2	8353418	
GCA_002164975.2	8330858	GCF_002164975.2	8353998	
GCA_002165095.2	7593318	GCF_002165095.2	7609598	
GCA_002165115.2	7497808	GCF_002165115.2	7520598	
GCA_002180055.1	4568808	GCF_002180055.1	4587428	
GCA_002180095.1	4568848	GCF_002180095.1	4586588	
GCA_002180135.1	4568888	GCF_002180135.1	4587448	
GCA_002180195.1	4568948	GCF_002180195.1	4586628	
GCA_002180215.1	4568968	GCF_002180215.1	4587768	
GCA_002180275.1	4569028	GCF_002180275.1	4586748	
GCA_002192275.1	4596338	GCF_002192275.1	4600658	
GCA_002192295.1	4596358	GCF_002192295.1	4600718	
GCA_002193095.1	4598678	GCF_002193095.1	4611288	
GCA_002196475.1	4604098	GCF_002196475.1	4612668	
GCA_002196495.1	4604118	GCF_002196495.1	4612988	
GCA_002201835.1	4616238	GCF_002201835.1	4621998	
GCA_002202175.1	4616598	GCF_002202175.1	4621138	
GCA_002208865.2	6179158	GCF_002208865.2	6216158	
GCA_002209105.2	6269718	GCF_002209105.2	6303898	
GCA_002211725.1	4640478	GCF_002211725.1	4644718	
GCA_002214205.1	4649518	GCF_002214205.1	4671978	
GCA_002214745.2	5667098	GCF_002214745.2	5678518	
GCA_002215095.1	4674998	GCF_002215095.1	4676848	
GCA_002215115.1	4675018	GCF_002215115.1	4904128	
GCA_002215155.1	4675058	GCF_002215155.1	14351108	
GCA_002220215.1	4684248	GCF_002220215.1	4685888	
GCA_002220265.1	4684268	GCF_002220265.1	4685638	
GCA_002237305.1	4894048	GCF_002237305.1	4900188	
GCA_002237325.1	4894068	GCF_002237325.1	4899968	
GCA_002246595.3	12344888	GCF_002246595.2	12994628	
GCA_002249955.1	4918838	GCF_002249955.1	4927928	
GCA_002269325.1	4956898	GCF_002269325.1	4963298	
GCA_002278115.2	4989728	GCF_002278115.2	4992778	
GCA_002285755.1	4989548	GCF_002285755.1	4992498	
GCA_002302315.1	5009858	GCF_002302315.1	5020468	
GCA_002302335.1	5009878	GCF_002302335.1	5019368	
GCA_002310555.1	5025688	GCF_002310555.1	5029608	
GCA_002310575.1	5025708	GCF_002310575.1	5029748	
GCA_002310595.1	5025728	GCF_002310595.1	5029908	
GCA_002310615.1	5025748	GCF_002310615.1	5030228	
GCA_002310635.1	5025768	GCF_002310635.1	5030248	
GCA_002310655.1	5025788	GCF_002310655.1	5029628	
GCA_002310675.1	5025808	GCF_002310675.1	5029768	
GCA_002310695.1	5025828	GCF_002310695.1	5029928	
GCA_002310715.1	5025848	GCF_002310715.1	5029948	
GCA_002310735.1	5025868	GCF_002310735.1	5030268	
GCA_002357875.1	5090748	GCF_002357875.1	5108868	
GCA_002357895.1	5090768	GCF_002357895.1	5109568	
GCA_002357915.1	5090788	GCF_002357915.1	5109608	
GCA_002393365.1	5130548	GCF_002393365.1	5148058	
GCA_002393465.1	5130648	GCF_002393465.1	5147138	
GCA_002494365.2	6923658	GCF_002494365.2	6935888	
GCA_002587005.1	5406248	GCF_002587005.1	5478428	
GCA_002589795.1	5409378	GCF_002589795.1	5480768	
GCA_002591135.1	5410828	GCF_002591135.1	5480528	
GCA_002716885.1	5570518	GCF_002716885.1	5589998	
GCA_002741175.1	5601678	GCF_002741175.1	5613718	
GCA_002741195.1	5601698	GCF_002741195.1	5612878	
GCA_002741215.1	5601718	GCF_002741215.1	5612958	
GCA_002741255.1	5601758	GCF_002741255.1	5611658	
GCA_002741275.1	5601778	GCF_002741275.1	9061078	
GCA_002741295.1	5601798	GCF_002741295.1	5612978	
GCA_002741315.1	5601818	GCF_002741315.1	5613018	
GCA_002741335.1	5601838	GCF_002741335.1	5612238	
GCA_002741355.1	5601858	GCF_002741355.1	5611678	
GCA_002741435.1	5601958	GCF_002741435.1	5611758	
GCA_002741455.1	5601978	GCF_002741455.1	5613858	
GCA_002741475.1	5601998	GCF_002741475.1	5613878	
GCA_002741495.1	5602018	GCF_002741495.1	5613078	
GCA_002741515.1	5602038	GCF_002741515.1	9063618	
GCA_002741535.1	5602058	GCF_002741535.1	5611798	
GCA_002741555.1	5602078	GCF_002741555.1	5613938	
GCA_002741575.1	5602098	GCF_002741575.1	5613998	
GCA_002741595.1	5602138	GCF_002741595.1	5612358	
GCA_002761835.1	5627758	GCF_002761835.1	5634718	
GCA_002763995.1	5636518	GCF_002763995.1	5648118	
GCA_002764015.1	5636538	GCF_002764015.1	5648178	
GCA_002786655.1	5667608	GCF_002786655.1	5680078	
GCA_002787215.1	5668178	GCF_002787215.1	5679898	
GCA_002787315.1	5668258	GCF_002787315.1	5679618	
GCA_002787545.1	5668508	GCF_002787545.1	5679638	
GCA_002787645.1	5668598	GCF_002787645.1	5679558	
GCA_002787935.1	5668858	GCF_002787935.1	5679658	
GCA_002788115.1	5669048	GCF_002788115.1	5679958	
GCA_002788295.1	5669228	GCF_002788295.1	5679698	
GCA_002796445.1	5682058	GCF_002796445.1	5684308	
GCA_002796585.1	5682198	GCF_002796585.1	5684428	
GCA_002803805.2	5985198	GCF_002803805.1	6002648	
GCA_002811555.3	7531308	GCF_002811555.3	7550668	
GCA_002812545.1	5711598	GCF_002812545.1	5717378	
GCA_002844165.1	5797018	GCF_002844165.1	5811798	
GCA_002844685.1	5797658	GCF_002844685.1	5812558	
GCA_002846135.1	5799328	GCF_002846135.1	5813368	
GCA_002848225.1	5815968	GCF_002848225.1	5858838	
GCA_002850675.5	13349278	GCF_002850675.4	13399678	
GCA_002853655.1	5832478	GCF_002853655.1	5903888	
GCA_002853715.1	5832578	GCF_002853715.1	5865218	
GCA_002853805.1	5832658	GCF_002853805.1	5863358	
GCA_002853965.1	5832798	GCF_002853965.1	9064898	
GCA_002854065.1	5832908	GCF_002854065.1	5863398	
GCA_002855325.1	5834148	GCF_002855325.1	5865368	
GCA_002855415.1	5834238	GCF_002855415.1	5863668	
GCA_002860085.1	5838948	GCF_002860085.1	5863708	
GCA_002860105.1	5838968	GCF_002860105.1	5863748	
GCA_002863665.1	5842838	GCF_002863665.1	5863888	
GCA_002863685.1	5842858	GCF_002863685.1	5863948	
GCA_002863845.1	5843078	GCF_002863845.1	5863768	
GCA_002863885.1	5843118	GCF_002863885.1	5863808	
GCA_002870165.1	5850978	GCF_002870165.1	5883828	
GCA_002879975.1	5885488	GCF_002879975.1	5904828	
GCA_002893905.2	5984308	GCF_002893905.2	5993008	
GCA_002899475.1	5931098	GCF_002899475.1	5943918	
GCA_002903105.1	5956378	GCF_002903105.1	5968728	
GCA_002903125.1	5956398	GCF_002903125.1	5968788	
GCA_002925525.1	6011578	GCF_002925525.1	13896838	
GCA_002934025.1	6032798	GCF_002934025.1	6062458	
GCA_002934895.1	6033958	GCF_002934895.1	6062058	
GCA_002944935.1	6087868	GCF_002944935.1	6146018	
GCA_002945135.3	13349458	GCF_002945135.3	13398618	
GCA_002946715.1	6090228	GCF_002946715.1	6153578	
GCA_002948655.1	6092548	GCF_002948655.1	6159428	
GCA_002951655.1	6097068	GCF_002951655.1	13396418	
GCA_002951675.1	6097108	GCF_002951675.1	13396318	
GCA_002951695.1	6097148	GCF_002951695.1	13396158	
GCA_002951715.1	6097208	GCF_002951715.1	13396338	
GCA_002951735.1	6097238	GCF_002951735.1	13396438	
GCA_002951755.1	6097268	GCF_002951755.1	13396898	
GCA_002951775.1	6097328	GCF_002951775.1	13396218	
GCA_002951795.1	6097368	GCF_002951795.1	13396178	
GCA_002951855.1	6097488	GCF_002951855.1	6162528	
GCA_002952095.1	6098008	GCF_002952095.1	13396378	
GCA_002952695.1	6099148	GCF_002952695.1	6163168	
GCA_002953435.1	6100488	GCF_002953435.1	6163788	
GCA_002953455.1	6100528	GCF_002953455.1	6163888	
GCA_002968715.1	6169448	GCF_002968715.1	6205688	
GCA_002968735.1	6169468	GCF_002968735.1	6205568	
GCA_002968935.1	6169668	GCF_002968935.1	13396958	
GCA_002983645.1	6190848	GCF_002983645.1	6229198	
GCA_002993265.1	6202848	GCF_002993265.1	6239598	
GCA_002996665.1	6219318	GCF_002996665.1	6242348	
GCA_002996945.1	6219578	GCF_002996945.1	6242448	
GCA_002999075.1	6222758	GCF_002999075.1	6244878	
GCA_003013205.1	6267918	GCF_003013205.1	6301378	
GCA_003017375.1	6290728	GCF_003017375.1	6308278	
GCA_003017455.1	6290798	GCF_003017455.1	6306478	
GCA_003017555.1	6290898	GCF_003017555.1	6306398	
GCA_003017615.1	6290948	GCF_003017615.1	6306738	
GCA_003017765.1	6291078	GCF_003017765.1	6306368	
GCA_003017805.1	6291138	GCF_003017805.1	6308218	
GCA_003017915.1	6291258	GCF_003017915.1	6306278	
GCA_003017935.1	6291278	GCF_003017935.1	6306198	
GCA_003017955.1	6291298	GCF_003017955.1	9061378	
GCA_003017975.1	6291318	GCF_003017975.1	6306138	
GCA_003017995.1	6291338	GCF_003017995.1	6306218	
GCA_003018015.1	6291358	GCF_003018015.1	14364558	
GCA_003018035.1	6291378	GCF_003018035.1	6307258	
GCA_003018055.1	6291398	GCF_003018055.1	6307098	
GCA_003018075.1	6291418	GCF_003018075.1	6306078	
GCA_003018095.1	6291438	GCF_003018095.1	6306258	
GCA_003018115.1	6291458	GCF_003018115.1	6306158	
GCA_003018135.1	6291478	GCF_003018135.1	6307198	
GCA_003018155.1	6291498	GCF_003018155.1	6306878	
GCA_003018195.1	6291538	GCF_003018195.1	6305918	
GCA_003018215.1	6291558	GCF_003018215.1	6305778	
GCA_003018235.1	6291578	GCF_003018235.1	6307058	
GCA_003018255.1	6291598	GCF_003018255.1	6306938	
GCA_003018275.1	6291618	GCF_003018275.1	6306018	
GCA_003018315.1	6291658	GCF_003018315.1	6305818	
GCA_003018335.1	6291678	GCF_003018335.1	6307118	
GCA_003018355.1	6291698	GCF_003018355.1	6306618	
GCA_003018375.1	6291718	GCF_003018375.1	6305678	
GCA_003018395.1	6291738	GCF_003018395.1	6305798	
GCA_003018435.1	6291778	GCF_003018435.1	14357788	
GCA_003018455.1	6291798	GCF_003018455.1	6306798	
GCA_003018475.1	6291818	GCF_003018475.1	6305738	
GCA_003018495.1	6291838	GCF_003018495.1	6305938	
GCA_003018535.1	6291878	GCF_003018535.1	6306918	
GCA_003018555.1	6291898	GCF_003018555.1	6308118	
GCA_003018575.1	6291918	GCF_003018575.1	6305558	
GCA_003018595.1	6291938	GCF_003018595.1	14347138	
GCA_003018615.1	6291958	GCF_003018615.1	6307598	
GCA_003018635.1	6291978	GCF_003018635.1	9064618	
GCA_003018655.1	6291998	GCF_003018655.1	6308178	
GCA_003018695.1	6292038	GCF_003018695.1	6305618	
GCA_003018715.1	6292058	GCF_003018715.1	6307558	
GCA_003018755.1	6292098	GCF_003018755.1	6308018	
GCA_003018775.1	6292118	GCF_003018775.1	6307898	
GCA_003018795.1	6292138	GCF_003018795.1	6305498	
GCA_003018815.1	6292158	GCF_003018815.1	6307438	
GCA_003018855.1	6292198	GCF_003018855.1	6308058	
GCA_003018875.1	6292218	GCF_003018875.1	6307958	
GCA_003018895.1	6292238	GCF_003018895.1	6305418	
GCA_003018915.1	6292258	GCF_003018915.1	6307498	
GCA_003018935.1	6292278	GCF_003018935.1	6306718	
GCA_003018955.1	6292298	GCF_003018955.1	14357828	
GCA_003018995.1	6292328	GCF_003018995.1	6306978	
GCA_003019015.1	6292358	GCF_003019015.1	9064238	
GCA_003019035.1	6292378	GCF_003019035.1	6306658	
GCA_003019055.1	6292398	GCF_003019055.1	6306578	
GCA_003019075.1	6292418	GCF_003019075.1	6307838	
GCA_003019095.1	6292438	GCF_003019095.1	6305358	
GCA_003019115.1	6292458	GCF_003019115.1	6307378	
GCA_003019155.1	6292498	GCF_003019155.1	6306518	
GCA_003019175.1	6292518	GCF_003019175.1	6307778	
GCA_003019195.1	6292538	GCF_003019195.1	14347458	
GCA_003019215.1	6292558	GCF_003019215.1	6307318	
GCA_003019235.1	6292578	GCF_003019235.1	9064298	
GCA_003020885.1	6294988	GCF_003020885.1	6308378	
GCA_003030025.1	6315778	GCF_003030025.1	6324728	
GCA_003030245.1	6315998	GCF_003030245.1	6327048	
GCA_003030365.1	6316118	GCF_003030365.1	6325868	
GCA_003031735.1	6317908	GCF_003031735.1	13396718	
GCA_003031775.1	6317948	GCF_003031775.1	13396198	
GCA_003031795.1	6317968	GCF_003031795.1	13396398	
GCA_003031815.1	6317998	GCF_003031815.1	13396458	
GCA_003033905.1	6321688	GCF_003033905.1	6366058	
GCA_003043915.1	6348318	GCF_003043915.1	6383278	
GCA_003044015.1	6348408	GCF_003044015.1	9063818	
GCA_003051985.2	6821808	GCF_003051985.2	6899298	
GCA_003052645.1	6376118	GCF_003052645.1	6409188	
GCA_003052665.1	6376138	GCF_003052665.1	6408248	
GCA_003073815.1	6428628	GCF_003073815.1	6432098	
GCA_003073835.1	6428648	GCF_003073835.1	6431898	
GCA_003073875.1	6428668	GCF_003073875.1	6432518	
GCA_003073955.1	6428728	GCF_003073955.1	6432078	
GCA_003076395.1	6431268	GCF_003076395.1	13396838	
GCA_003095635.1	6456178	GCF_003095635.1	6458858	
GCA_003111785.1	6475068	GCF_003111785.1	6488098	
GCA_003112145.1	6475428	GCF_003112145.1	6488858	
GCA_003112165.1	6475468	GCF_003112165.1	6488458	
GCA_003112185.1	6475488	GCF_003112185.1	6486718	
GCA_003112205.1	6475508	GCF_003112205.1	6487258	
GCA_003112225.1	6475528	GCF_003112225.1	6489278	
GCA_003112245.1	6475548	GCF_003112245.1	6488038	
GCA_003122105.1	6489998	GCF_003122105.1	6576348	
GCA_003172465.2	8142838	GCF_003172465.2	8175558	
GCA_003176855.1	6573768	GCF_003176855.1	6586098	
GCA_003180975.1	6584118	GCF_003180975.1	6590458	
GCA_003180995.1	6584138	GCF_003180995.1	6590618	
GCA_003181035.1	6584178	GCF_003181035.1	6590238	
GCA_003194345.1	6601448	GCF_003194345.1	6614838	
GCA_003203755.1	6622658	GCF_003203755.1	6663778	
GCA_003204155.1	6624378	GCF_003204155.1	6663958	
GCA_003204955.1	6625178	GCF_003204955.1	6663838	
GCA_003231115.1	6655058	GCF_003231115.1	6681278	
GCA_003254065.1	6687128	GCF_003254065.1	6714508	
GCA_003268695.1	6731018	GCF_003268695.1	6831418	
GCA_003287245.1	6752488	GCF_003287245.1	6860798	
GCA_003288275.1	6753558	GCF_003288275.1	6831638	
GCA_003288295.1	6753578	GCF_003288295.1	6859538	
GCA_003288415.1	6753698	GCF_003288415.1	6828958	
GCA_003288455.1	6753738	GCF_003288455.1	6831538	
GCA_003290205.1	6760238	GCF_003290205.1	6835098	
GCA_003308955.1	6813088	GCF_003308955.1	7562348	
GCA_003308975.1	6813108	GCF_003308975.1	6898078	
GCA_003325975.1	6906958	GCF_003325975.1	6921318	
GCA_003336405.1	6942818	GCF_003336405.1	6953678	
GCA_003342715.1	6953118	GCF_003342715.1	6963348	
GCA_003344465.1	6958998	GCF_003344465.1	6962488	
GCA_003346835.1	6964048	GCF_003346835.1	6973758	
GCA_003351385.1	6970988	GCF_003351385.1	9064318	
GCA_003351485.1	6971088	GCF_003351485.1	6989448	
GCA_003352425.1	6972528	GCF_003352425.1	6990168	
GCA_003355175.1	7008838	GCF_003355175.1	7033118	
GCA_003367885.1	7049248	GCF_003367885.1	7079338	
GCA_003402955.1	7103058	GCF_003402955.1	7136808	
GCA_003410275.1	7116928	GCF_003410275.1	7139088	
GCA_003413625.1	7121718	GCF_003413625.1	7217618	
GCA_003432305.1	7203368	GCF_003432305.1	7263718	
GCA_003443795.1	7269658	GCF_003443795.1	7350778	
GCA_003443815.1	7269678	GCF_003443815.1	7359058	
GCA_003491165.1	7321028	GCF_003491165.1	7420908	
GCA_003491265.1	7321128	GCF_003491265.1	14364598	
GCA_003546975.1	7421668	GCF_003546975.1	7454368	
GCA_003570765.1	7448618	GCF_003570765.1	13706008	
GCA_003571665.1	7450028	GCF_003571665.1	7461098	
GCA_003571685.1	7450048	GCF_003571685.1	7459788	
GCA_003571765.1	7450128	GCF_003571765.1	7460978	
GCA_003571785.1	7450148	GCF_003571785.1	7459578	
GCA_003571825.1	7450188	GCF_003571825.1	7461498	
GCA_003586065.1	7476648	GCF_003586065.1	7490428	
GCA_003591595.1	7492998	GCF_003591595.1	7504118	
GCA_003627195.1	7549188	GCF_003627195.1	7554898	
GCA_003627855.1	7549848	GCF_003627855.1	7555018	
GCA_003667385.1	7608678	GCF_003667385.1	7618568	
GCA_003667405.1	7608698	GCF_003667405.1	7617768	
GCA_003667425.1	7608718	GCF_003667425.1	7617888	
GCA_003691425.1	7643308	GCF_003691425.1	7662448	
GCA_003697165.2	8110158	GCF_003697165.2	8136958	
GCA_003703795.1	7655828	GCF_003703795.1	7666628	
GCA_003711005.1	7728908	GCF_003711005.1	7776168	
GCA_003711045.1	7729088	GCF_003711045.1	7776528	
GCA_003717595.1	7768328	GCF_003717595.1	7779588	
GCA_003790525.1	7873488	GCF_003790525.1	7933258	
GCA_003812625.1	7902178	GCF_003812625.1	7934718	
GCA_003812945.1	7902498	GCF_003812945.1	7934778	
GCA_003813145.1	7902678	GCF_003813145.1	7934798	
GCA_003856575.1	7978208	GCF_003856575.1	7987618	
GCA_003856615.1	7978248	GCF_003856615.1	7988738	
GCA_003856635.1	7978268	GCF_003856635.1	7988778	
GCA_003856655.1	7978288	GCF_003856655.1	7988658	
GCA_003856675.1	7978308	GCF_003856675.1	7987718	
GCA_003856695.1	7978328	GCF_003856695.1	7989518	
GCA_003856995.1	7978628	GCF_003856995.1	8464918	
GCA_003925895.1	8054338	GCF_003925895.1	13705948	
GCA_003956165.1	8105728	GCF_003956165.1	8136158	
GCA_003956185.1	8105748	GCF_003956185.1	8135918	
GCA_003956205.1	8105768	GCF_003956205.1	8136278	
GCA_003956225.1	8105788	GCF_003956225.1	8135678	
GCA_003956245.1	8105808	GCF_003956245.1	8464838	
GCA_003956265.1	8105828	GCF_003956265.1	8136178	
GCA_003956285.1	8105848	GCF_003956285.1	8136118	
GCA_003956305.1	8105868	GCF_003956305.1	8136138	
GCA_003956325.1	8105888	GCF_003956325.1	8136258	
GCA_003956345.1	8105908	GCF_003956345.1	8136218	
GCA_003956365.1	8105928	GCF_003956365.1	8464858	
GCA_003956385.1	8105948	GCF_003956385.1	8464798	
GCA_003956405.1	8105968	GCF_003956405.1	8136318	
GCA_003956425.1	8105988	GCF_003956425.1	8136538	
GCA_003956445.1	8106008	GCF_003956445.1	8136458	
GCA_003956465.1	8106028	GCF_003956465.1	8136498	
GCA_003956485.1	8106048	GCF_003956485.1	8136578	
GCA_003966425.1	8124878	GCF_003966425.1	8149978	
GCA_003966445.1	8124898	GCF_003966445.1	8152018	
GCA_003966465.1	8124938	GCF_003966465.1	8151558	
GCA_003966775.1	8125708	GCF_003966775.1	8151638	
GCA_003966795.1	8125728	GCF_003966795.1	8154378	
GCA_003971215.1	8130528	GCF_003971215.1	8174978	
GCA_003991155.1	8185888	GCF_003991155.1	8193208	
GCA_003999795.1	8200678	GCF_003999795.1	8222968	
GCA_004006545.1	8211288	GCF_004006545.1	8227548	
GCA_004006575.1	8211338	GCF_004006575.1	8228008	
GCA_004010575.1	8216428	GCF_004010575.1	8232068	
GCA_004010595.1	8216448	GCF_004010595.1	8229948	
GCA_004010615.1	8216468	GCF_004010615.1	8230708	
GCA_004010635.1	8216488	GCF_004010635.1	8230448	
GCA_004010655.1	8216508	GCF_004010655.1	8230548	
GCA_004010675.1	8216528	GCF_004010675.1	8230228	
GCA_004010695.1	8216548	GCF_004010695.1	8230008	
GCA_004010715.1	8216568	GCF_004010715.1	8230748	
GCA_004011015.1	8216938	GCF_004011015.1	8232228	
GCA_004022505.2	9996478	GCF_004022505.2	10137338	
GCA_004088295.1	8316618	GCF_004088295.1	8332348	
GCA_004114395.1	8351058	GCF_004114395.1	8374888	
GCA_004118915.1	8370668	GCF_004118915.1	8387098	
GCA_004135125.1	8394478	GCF_004135125.1	8465138	
GCA_004135165.1	8394518	GCF_004135165.1	8439378	
GCA_004135775.1	8395098	GCF_004135775.1	8442518	
GCA_004135815.1	8395138	GCF_004135815.1	8439478	
GCA_004135855.1	8395178	GCF_004135855.1	8442638	
GCA_004135915.1	8395238	GCF_004135915.1	8439578	
GCA_004141955.1	8401648	GCF_004141955.1	8528378	
GCA_004193755.1	8516228	GCF_004193755.1	8550438	
GCA_004295365.1	8644448	GCF_004295365.1	8657008	
GCA_004299805.1	8649518	GCF_004299805.1	8658048	
GCA_004301465.1	8650628	GCF_004301465.1	8678088	
GCA_004328685.1	8710768	GCF_004328685.1	8733028	
GCA_004358365.1	8762918	GCF_004358365.1	8766538	
GCA_004358385.1	8762938	GCF_004358385.1	8766858	
GCA_004358405.1	8762958	GCF_004358405.1	8767138	
GCA_004358985.1	8765038	GCF_004358985.1	8775808	
GCA_004368015.1	8776598	GCF_004368015.1	8842228	
GCA_004377995.2	20616038	GCF_004377995.2	21097078	
GCA_004405205.2	13249038	GCF_004405205.2	13324748	
GCA_004526255.1	8988588	GCF_004526255.1	9029748	
GCA_004564035.1	9029908	GCF_004564035.1	14904608	
GCA_004564175.1	9030068	GCF_004564175.1	9093498	
GCA_004759025.1	9246568	GCF_004759025.1	9266868	
GCA_004771135.1	9267888	GCF_004771135.1	9297688	
GCA_004771235.1	9268008	GCF_004771235.1	9297428	
GCA_004792495.1	9297648	GCF_004792495.1	9301708	
GCA_004801575.1	9355578	GCF_004801575.1	9417768	
GCA_004804185.1	9375438	GCF_004804185.1	9486468	
GCA_004804205.1	9375458	GCF_004804205.1	9486008	
GCA_004924255.1	9504058	GCF_004924255.1	9727458	
GCA_004924275.1	9504078	GCF_004924275.1	9734918	
GCA_004924355.1	9504158	GCF_004924355.1	9727568	
GCA_005014055.1	9594108	GCF_005014055.1	9735998	
GCA_005014075.1	9594128	GCF_005014075.1	9736058	
GCA_005037715.2	9703678	GCF_005037715.1	9746718	
GCA_005037725.2	9703978	GCF_005037725.1	9746738	
GCA_005037735.2	9703698	GCF_005037735.1	9746018	
GCA_005037775.2	9704138	GCF_005037775.1	9746978	
GCA_005037795.2	9703648	GCF_005037795.1	9745958	
GCA_005037805.2	9706698	GCF_005037805.1	9747578	
GCA_005037815.2	9706718	GCF_005037815.1	9825558	
GCA_005037845.2	9703718	GCF_005037845.1	9746958	
GCA_005156265.1	9759558	GCF_005156265.1	9840848	
GCA_005221505.1	9824498	GCF_005221505.1	9839468	
GCA_005221525.1	9824518	GCF_005221525.1	9840968	
GCA_005221545.1	9824538	GCF_005221545.1	9840308	
GCA_005221565.1	9824558	GCF_005221565.1	9839728	
GCA_005221585.1	9824578	GCF_005221585.1	9839768	
GCA_005221605.1	9824598	GCF_005221605.1	9839508	
GCA_005221625.1	9824618	GCF_005221625.1	9841008	
GCA_005221645.1	9824638	GCF_005221645.1	9840348	
GCA_005221665.1	9824658	GCF_005221665.1	9839788	
GCA_005221685.1	9824678	GCF_005221685.1	9839808	
GCA_005221705.1	9824698	GCF_005221705.1	9839528	
GCA_005221725.1	9824718	GCF_005221725.1	9841028	
GCA_005221745.1	9824738	GCF_005221745.1	9840408	
GCA_005221765.1	9824758	GCF_005221765.1	9839868	
GCA_005221785.1	9824778	GCF_005221785.1	9839908	
GCA_005221805.1	9824798	GCF_005221805.1	9839568	
GCA_005221825.1	9824818	GCF_005221825.1	9841048	
GCA_005221845.1	9824838	GCF_005221845.1	9840468	
GCA_005221865.1	9824858	GCF_005221865.1	9840528	
GCA_005221885.1	9824878	GCF_005221885.1	9839968	
GCA_005221905.1	9824898	GCF_005221905.1	9839628	
GCA_005221925.1	9824918	GCF_005221925.1	9841068	
GCA_005221945.1	9824938	GCF_005221945.1	9840568	
GCA_005221965.1	9824958	GCF_005221965.1	9840608	
GCA_005221985.1	9824978	GCF_005221985.1	9840008	
GCA_005222005.1	9824998	GCF_005222005.1	9839648	
GCA_005222025.1	9825018	GCF_005222025.1	9841108	
GCA_005222045.1	9825038	GCF_005222045.1	9840648	
GCA_005222065.1	9825058	GCF_005222065.1	9840688	
GCA_005222265.1	9825258	GCF_005222265.1	9846688	
GCA_005222285.1	9825278	GCF_005222285.1	9846548	
GCA_005222305.1	9825298	GCF_005222305.1	9846908	
GCA_005222325.1	9825318	GCF_005222325.1	9847208	
GCA_005222345.1	9825338	GCF_005222345.1	9847228	
GCA_005222365.1	9825358	GCF_005222365.1	9846708	
GCA_005222385.1	9825378	GCF_005222385.1	9846568	
